Node_ID,Centroide,UF
17267,Iguaraçu,PR
17268,Astorga,PR
17269,Munhoz de Melo,PR
17270,Cambira,PR
17271,Apucarana,PR
17272,Arapongas,PR
17273,Pitangueiras,PR
17274,Sabáudia,PR
17275,Jaguapitã,PR
17276,Ivaí,PR
17277,Cândido de Abreu,PR
17278,Rio Branco do Ivaí,PR
17279,Rosário do Ivaí,PR
17280,Ortigueira,PR
17281,Reserva,PR
17282,Ipiranga,PR
17283,Imbaú,PR
17284,Telêmaco Borba,PR
17285,Tibagi,PR
17286,Faxinal,PR
17287,Mauá da Serra,PR
17288,Marilândia do Sul,PR
17289,Califórnia,PR
17290,Tamarana,PR
17291,Rolândia,PR
17292,Cambé,PR
17293,Londrina,PR
17294,Ibiporã,PR
17295,Jataizinho,PR
17296,São Jerônimo da Serra,PR
17297,Sapopema,PR
17298,Curiúva,PR
17299,Figueira,PR
17300,Nova Santa Bárbara,PR
17301,Santa Cecília do Pavão,PR
17302,São Sebastião da Amoreira,PR
17303,Assaí,PR
17304,Santo Antônio do Paraíso,PR
17305,Uraí,PR
17306,Leópolis,PR
17307,Nova América da Colina,PR
17308,Cornélio Procópio,PR
17309,Congonhinhas,PR
17310,Nova Fátima,PR
17311,Ribeirão do Pinhal,PR
17312,Santa Mariana,PR
17313,Santa Amélia,PR
17314,Bandeirantes,PR
17315,São João do Caiuá,PR
17316,Santo Antônio do Caiuá,PR
17317,Inajá,PR
17318,Cruzeiro do Sul,PR
17319,Paranacity,PR
17320,Lobato,PR
17321,Colorado,PR
17322,Paranapoema,PR
17323,Jardim Olinda,PR
17324,Itaguajé,PR
17325,Teodoro Sampaio,SP
17326,Mirante do Paranapanema,SP
17327,Marabá Paulista,SP
17328,Santa Fé,PR
17329,Nossa Senhora das Graças,PR
17330,Guaraci,PR
17331,Santo Inácio,PR
17332,Santa Inês,PR
17333,Cafeara,PR
17334,Lupionópolis,PR
17335,Centenário do Sul,PR
17336,Miraselva,PR
17337,Prado Ferreira,PR
17338,Florestópolis,PR
17339,Sandovalina,SP
17340,Estrela do Norte,SP
17341,Narandiba,SP
17342,Tarabai,SP
17343,Anhumas,SP
17344,Pirapozinho,SP
17345,Álvares Machado,SP
17346,Presidente Prudente,SP
17347,Bataguassu,MS
17348,Presidente Epitácio,SP
17349,Caiuá,SP
17350,Brasilândia,MS
17351,Presidente Venceslau,SP
17352,Santo Anastácio,SP
17353,Piquerobi,SP
17354,Presidente Bernardes,SP
17355,Ribeirão dos Índios,SP
17356,Alfredo Marcondes,SP
17357,Emilianópolis,SP
17358,Santo Expedito,SP
17359,Flora Rica,SP
17360,Junqueirópolis,SP
17361,Panorama,SP
17362,Paulicéia,SP
17363,Ouro Verde,SP
17364,Santa Mercedes,SP
17365,Nova Guataporanga,SP
17366,São João do Pau d'Alho,SP
17367,Dracena,SP
17368,Tupi Paulista,SP
17369,Monte Castelo,SP
17370,Nova Independência,SP
17371,Bela Vista do Paraíso,PR
17372,Porecatu,PR
17373,Alvorada do Sul,PR
17374,Nantes,SP
17375,Sertanópolis,PR
17376,Primeiro de Maio,PR
17377,Rancho Alegre,PR
17378,Iepê,SP
17379,Taciba,SP
17380,Regente Feijó,SP
17381,Indiana,SP
17382,Martinópolis,SP
17383,Rancharia,SP
17384,Sertaneja,PR
17385,Pedrinhas Paulista,SP
17386,Florínia,SP
17387,Cruzália,SP
17388,Maracaí,SP
17389,Itambaracá,PR
17390,Tarumã,SP
17391,Cândido Mota,SP
17392,Assis,SP
17393,João Ramalho,SP
17394,Quatá,SP
17395,Paraguaçu Paulista,SP
17396,Lutécia,SP
17397,Borá,SP
17398,Caiabu,SP
17399,Mariápolis,SP
17400,Irapuru,SP
17401,Pacaembu,SP
17402,Flórida Paulista,SP
17403,Pracinha,SP
17404,Sagres,SP
17405,Inúbia Paulista,SP
17406,Osvaldo Cruz,SP
17407,Adamantina,SP
17408,Lucélia,SP
17409,Salmourão,SP
17410,Murutinga do Sul,SP
17411,Guaraçaí,SP
17412,Mirandópolis,SP
17413,Lavínia,SP
17414,Valparaíso,SP
17415,Bastos,SP
17416,Parapuã,SP
17417,Iacri,SP
17418,Rinópolis,SP
17419,Piacatu,SP
17420,Tupã,SP
17421,Arco-Íris,SP
17422,Herculândia,SP
17423,Santópolis do Aguapeí,SP
17424,Gabriel Monteiro,SP
17425,Clementina,SP
17426,Bento de Abreu,SP
17427,Rubiácea,SP
17428,Guararapes,SP
17429,Bilac,SP
17430,Birigui,SP
17431,Araçatuba,SP
17432,Jaraguari,MS
17433,Bandeirantes,MS
17434,Ribas do Rio Pardo,MS
17435,Camapuã,MS
17436,Água Clara,MS
17437,Figueirão,MS
17438,Alcinópolis,MS
17439,Itiquira,MT
17440,Alto Garças,MT
17441,Costa Rica,MS
17442,Chapadão do Sul,MS
17443,Chapadão do Céu,GO
17444,Alto Taquari,MT
17445,Alto Araguaia,MT
17446,Santa Rita do Araguaia,GO
17447,Araguainha,MT
17448,Mineiros,GO
17449,Portelândia,GO
17450,Três Lagoas,MS
17451,Castilho,SP
17452,Itapura,SP
17453,Selvíria,MS
17454,Inocência,MS
17455,Aporé,GO
17456,Cassilândia,MS
17457,Itajá,GO
17458,Andradina,SP
17459,Pereira Barreto,SP
17460,Suzanápolis,SP
17461,Sud Mennucci,SP
17462,Aparecida d'Oeste,SP
17463,Ilha Solteira,SP
17464,Nova Canaã Paulista,SP
17465,Santa Fé do Sul,SP
17466,Três Fronteiras,SP
17467,Aparecida do Taboado,MS
17468,Rubinéia,SP
17469,Santa Clara d'Oeste,SP
17470,Guzolândia,SP
17471,Dirce Reis,SP
17472,Santo Antônio do Aracanguá,SP
17473,Nova Castilho,SP
17474,Auriflama,SP
17475,General Salgado,SP
17476,São João de Iracema,SP
17477,Marinópolis,SP
17478,Palmeira d'Oeste,SP
17479,Santana da Ponte Pensa,SP
17480,São Francisco,SP
17481,Santa Salete,SP
17482,Urânia,SP
17483,Santa Rita d'Oeste,SP
17484,Aspásia,SP
17485,Santa Albertina,SP
17486,Mesópolis,SP
17487,Pontalinda,SP
17488,Jales,SP
17489,Vitória Brasil,SP
17490,São João das Duas Pontes,SP
17491,Estrela d'Oeste,SP
17492,Paranapuã,SP
17493,Dolcinópolis,SP
17494,Populina,SP
17495,Turmalina,SP
17496,Guarani d'Oeste,SP
17497,Ouroeste,SP
17498,Paranaíba,MS
17499,Lagoa Santa,GO
17500,Carneirinho,MG
17501,Limeira do Oeste,MG
17502,União de Minas,MG
17503,Paranaiguara,GO
17504,São Simão,GO
17505,Serranópolis,GO
17506,Jataí,GO
17507,Perolândia,GO
17508,Caiapônia,GO
17509,Itarumã,GO
17510,Caçu,GO
17511,Cachoeira Alta,GO
17512,Aparecida do Rio Doce,GO
17513,Quirinópolis,GO
17514,Maurilândia,GO
17515,Montividiu,GO
17516,Rio Verde,GO
17517,Santa Helena de Goiás,GO
17518,Santo Antônio da Barra,GO
17519,Acreúna,GO
17520,Paraúna,GO
17521,São João da Paraúna,GO
17522,Guajará-Mirim,RO
17523,Acrelândia,AC
17524,Nova Mamoré,RO
17525,Costa Marques,RO
17526,São Francisco do Guaporé,RO
17527,Seringueiras,RO
17528,Campo Novo de Rondônia,RO
17529,Monte Negro,RO
17530,Alto Paraíso,RO
17531,Ariquemes,RO
17532,Porto Velho,RO
17533,Candeias do Jamari,RO
17534,Itapuã do Oeste,RO
17535,Pimenteiras do Oeste,RO
17536,Corumbiara,RO
17537,Vila Bela da Santíssima Trindade,MT
17538,Pontes e Lacerda,MT
17539,Jauru,MT
17540,Figueirópolis D'Oeste,MT
17541,Vale de São Domingos,MT
17542,Comodoro,MT
17543,Cerejeiras,RO
17544,Cabixi,RO
17545,Colorado do Oeste,RO
17546,Vilhena,RO
17547,Nova Lacerda,MT
17548,Conquista D'oeste,MT
17549,Campos de Júlio,MT
17550,Sapezal,MT
17551,São Miguel do Guaporé,RO
17552,Nova Brasilândia D'Oeste,RO
17553,Alta Floresta D'Oeste,RO
17554,Novo Horizonte do Oeste,RO
17555,Nova União,RO
17556,Governador Jorge Teixeira,RO
17557,Alvorada D'Oeste,RO
17558,Urupá,RO
17559,Castanheiras,RO
17560,Presidente Médici,RO
17561,Teixeirópolis,RO
17562,Ouro Preto do Oeste,RO
17563,Ji-Paraná,RO
17564,Santa Luzia D'Oeste,RO
17565,Rolim de Moura,RO
17566,São Felipe D'Oeste,RO
17567,Primavera de Rondônia,RO
17568,Pimenta Bueno,RO
17569,Cacoal,RO
17570,Ministro Andreazza,RO
17571,Espigão D'Oeste,RO
17572,Cacaulândia,RO
17573,Jaru,RO
17574,Rio Crespo,RO
17575,Theobroma,RO
17576,Vale do Paraíso,RO
17577,Rondolândia,MT
17578,Juína,MT
17579,Colniza,MT
17580,Aripuanã,MT
17581,Lábrea,AM
17582,Humaitá,AM
17583,São Gabriel da Cachoeira,AM
17584,Manicoré,AM
17585,Apuí,AM
17586,Careiro,AM
17587,Manacapuru,AM
17588,Manaquiri,AM
17589,Iranduba,AM
17590,Careiro da Várzea,AM
17591,Manaus,AM
17592,Rio Preto da Eva,AM
17593,Presidente Figueiredo,AM
17594,Porto Esperidião,MT
17595,Glória D'Oeste,MT
17596,Cáceres,MT
17597,Curvelândia,MT
17598,Indiavaí,MT
17599,Araputanga,MT
17600,Reserva do Cabaçal,MT
17601,São José dos Quatro Marcos,MT
17602,Mirassol d'Oeste,MT
17603,Rio Branco,MT
17604,Lambari D'Oeste,MT
17605,Salto do Céu,MT
17606,Poconé,MT
17607,Porto Estrela,MT
17608,Barra do Bugres,MT
17609,Nova Olímpia,MT
17610,Denise,MT
17611,Campo Novo do Parecis,MT
17612,Tangará da Serra,MT
17613,Santo Afonso,MT
17614,Nova Marilândia,MT
17615,Arenápolis,MT
17616,Nortelândia,MT
17617,São José do Rio Claro,MT
17618,Nova Maringá,MT
17619,Nossa Senhora do Livramento,MT
17620,Barão de Melgaço,MT
17621,Santo Antônio do Leverger,MT
17622,Jangada,MT
17623,Várzea Grande,MT
17624,Acorizal,MT
17625,Rosário Oeste,MT
17626,Nobres,MT
17627,Cuiabá,MT
17628,Chapada dos Guimarães,MT
17629,Rondonópolis,MT
17630,Juscimeira,MT
17631,São Pedro da Cipa,MT
17632,Jaciara,MT
17633,Dom Aquino,MT
17634,Campo Verde,MT
17635,Nova Brasilândia,MT
17636,Alto Paraguai,MT
17637,Diamantino,MT
17638,Nova Mutum,MT
17639,Tapurah,MT
17640,Lucas do Rio Verde,MT
17641,Santa Rita do Trivelato,MT
17642,Planalto da Serra,MT
17643,Nova Ubiratã,MT
17644,Brasnorte,MT
17645,Castanheira,MT
17646,Itanhangá,MT
17647,Porto dos Gaúchos,MT
17648,Juara,MT
17649,Novo Horizonte do Norte,MT
17650,Tabaporã,MT
17651,Juruena,MT
17652,Cotriguaçu,MT
17653,Nova Bandeirantes,MT
17654,Nova Monte Verde,MT
17655,Apiacás,MT
17656,Sorriso,MT
17657,Ipiranga do Norte,MT
17658,Nova Canaã do Norte,MT
17659,Vera,MT
17660,Sinop,MT
17661,Santa Carmem,MT
17662,Feliz Natal,MT
17663,Itaúba,MT
17664,Colíder,MT
17665,Terra Nova do Norte,MT
17666,Cláudia,MT
17667,Nova Santa Helena,MT
17668,Paranaíta,MT
17669,Alta Floresta,MT
17670,Carlinda,MT
17671,Nova Guarita,MT
17672,Novo Mundo,MT
17673,Peixoto de Azevedo,MT
17674,Matupá,MT
17675,Guarantã do Norte,MT
17676,Pedra Preta,MT
17677,São José do Povo,MT
17678,Poxoréo,MT
17679,Guiratinga,MT
17680,Tesouro,MT
17681,Primavera do Leste,MT
17682,Santo Antônio do Leste,MT
17683,Ponte Branca,MT
17684,Ribeirãozinho,MT
17685,Torixoréu,MT
17686,Baliza,GO
17687,Novo São Joaquim,MT
17688,General Carneiro,MT
17689,Paranatinga,MT
17690,Campinápolis,MT
17691,Gaúcha do Norte,MT
17692,Doverlândia,GO
17693,Bom Jardim de Goiás,GO
17694,Pontal do Araguaia,MT
17695,Aragarças,GO
17696,Barra do Garças,MT
17697,Piranhas,GO
17698,Palestina de Goiás,GO
17699,Arenópolis,GO
17700,Araguaiana,MT
17701,Montes Claros de Goiás,GO
17702,Amorinópolis,GO
17703,Iporá,GO
17704,Israelândia,GO
17705,Diorama,GO
17706,Jaupaci,GO
17707,Santa Fé de Goiás,GO
17708,Jussara,GO
17709,Ivolândia,GO
17710,Moiporá,GO
17711,Cachoeira de Goiás,GO
17712,Aurilândia,GO
17713,São Luís de Montes Belos,GO
17714,Córrego do Ouro,GO
17715,Fazenda Nova,GO
17716,Novo Brasil,GO
17717,Itapirapuã,GO
17718,Buriti de Goiás,GO
17719,Britânia,GO
17720,Aruanã,GO
17721,Matrinchã,GO
17722,Faina,GO
17723,Araguapaz,GO
17724,Mozarlândia,GO
17725,Nova Xavantina,MT
17726,Água Boa,MT
17727,Nova Nazaré,MT
17728,Canarana,MT
17729,Querência,MT
17730,Ribeirão Cascalheira,MT
17731,Cocalinho,MT
17732,União do Sul,MT
17733,Marcelândia,MT
17734,São José do Xingu,MT
17735,Santa Cruz do Xingu,MT
17736,Bom Jesus do Araguaia,MT
17737,Alto Boa Vista,MT
17738,Canabrava do Norte,MT
17739,Porto Alegre do Norte,MT
17740,Confresa,MT
17741,Novo Santo Antônio,MT
17742,Serra Nova Dourada,MT
17743,São Félix do Araguaia,MT
17744,Luciára,MT
17745,Vila Rica,MT
17746,Santa Terezinha,MT
17747,Santana do Araguaia,PA
17748,Jacareacanga,PA
17749,Novo Progresso,PA
17750,Trairão,PA
17751,Itaituba,PA
17752,Itacoatiara,AM
17753,Silves,AM
17754,Urucurituba,AM
17755,Itapiranga,AM
17756,São Sebastião do Uatumã,AM
17757,Urucará,AM
17758,Faro,PA
17759,Nhamundá,AM
17760,Terra Santa,PA
17761,Juruti,PA
17762,Rurópolis,PA
17763,Belterra,PA
17764,Santarém,PA
17765,Oriximiná,PA
17766,Óbidos,PA
17767,Curuá,PA
17768,Alenquer,PA
17769,Bannach,PA
17770,Tucumã,PA
17771,Ourilândia do Norte,PA
17772,Água Azul do Norte,PA
17773,Placas,PA
17774,Uruará,PA
17775,Medicilândia,PA
17776,Brasil Novo,PA
17777,Monte Alegre,PA
17778,Prainha,PA
17779,Almeirim,PA
17780,Laranjal do Jari,AP
17781,Altamira,PA
17782,Vitória do Xingu,PA
17783,Senador José Porfírio,PA
17784,Anapu,PA
17785,Pacajá,PA
17786,Mazagão,AP
17787,Santana,AP
17788,Balneário Pinhal,RS
17789,Cidreira,RS
17790,Osório,RS
17791,Tramandaí,RS
17792,Imbé,RS
17793,Maquiné,RS
17794,Três Forquilhas,RS
17795,Itati,RS
17796,Xangri-lá,RS
17797,Capão da Canoa,RS
17798,Terra de Areia,RS
17799,Arroio do Sal,RS
17800,Três Cachoeiras,RS
17801,Dom Pedro de Alcântara,RS
17802,Cambará do Sul,RS
17803,Praia Grande,SC
17804,Morrinhos do Sul,RS
17805,Mampituba,RS
17806,São João do Sul,SC
17807,São José dos Ausentes,RS
17808,Timbé do Sul,SC
17809,Torres,RS
17810,Passo de Torres,SC
17811,Santa Rosa do Sul,SC
17812,Sombrio,SC
17813,Balneário Gaivota,SC
17814,Jacinto Machado,SC
17815,Turvo,SC
17816,Ermo,SC
17817,Balneário Arroio do Silva,SC
17818,Araranguá,SC
17819,Maracajá,SC
17820,Morro Grande,SC
17821,Meleiro,SC
17822,Bom Jardim da Serra,SC
17823,Forquilhinha,SC
17824,Nova Veneza,SC
17825,Siderópolis,SC
17826,Içara,SC
17827,Criciúma,SC
17828,Cocal do Sul,SC
17829,Treviso,SC
17830,Urussanga,SC
17831,Lauro Muller,SC
17832,Orleans,SC
17833,Lages,SC
17834,Painel,SC
17835,São Joaquim,SC
17836,Urupema,SC
17837,Palmeira,SC
17838,Otacílio Costa,SC
17839,Bocaina do Sul,SC
17840,Agrolândia,SC
17841,Braço do Trombudo,SC
17842,Rio Rufino,SC
17843,Urubici,SC
17844,Bom Retiro,SC
17845,Petrolândia,SC
17846,Chapadão do Lageado,SC
17847,Atalanta,SC
17848,Trombudo Central,SC
17849,Agronômica,SC
17850,Ituporanga,SC
17851,Aurora,SC
17852,Alfredo Wagner,SC
17853,Imbuia,SC
17854,Vidal Ramos,SC
17855,Presidente Nereu,SC
17856,Morro da Fumaça,SC
17857,Sangão,SC
17858,Jaguaruna,SC
17859,Treze de Maio,SC
17860,Pedras Grandes,SC
17861,São Ludgero,SC
17862,Gravatal,SC
17863,Tubarão,SC
17864,Capivari de Baixo,SC
17866,Imaruí,SC
17867,Grão Pará,SC
17868,Braço do Norte,SC
17869,Armazém,SC
17870,Rio Fortuna,SC
17871,Santa Rosa de Lima,SC
17872,Anitápolis,SC
17873,São Martinho,SC
17874,São Bonifácio,SC
17875,Leoberto Leal,SC
17876,Rancho Queimado,SC
17877,Angelina,SC
17878,Águas Mornas,SC
17879,Santo Amaro da Imperatriz,SC
17880,São Pedro de Alcântara,SC
17881,Major Gercino,SC
17882,Nova Trento,SC
17883,Antônio Carlos,SC
17884,São João Batista,SC
17885,Imbituba,SC
17886,Paulo Lopes,SC
17887,Garopaba,SC
17888,Palhoça,SC
17889,São José,SC
17890,Florianópolis,SC
17891,Biguaçu,SC
17892,Governador Celso Ramos,SC
17893,Mirim Doce,SC
17894,Rio do Campo,SC
17895,Taió,SC
17896,Pouso Redondo,SC
17897,Salete,SC
17898,Santa Terezinha,SC
17899,Vitor Meireles,SC
17900,Major Vieira,SC
17901,Monte Castelo,SC
17902,Papanduva,SC
17903,Itaiópolis,SC
17904,Rio do Oeste,SC
17905,Laurentino,SC
17906,Rio do Sul,SC
17907,Presidente Getúlio,SC
17908,Witmarsum,SC
17909,Dona Emma,SC
17910,José Boiteux,SC
17911,Lontras,SC
17912,Ibirama,SC
17913,Apiúna,SC
17914,Ascurra,SC
17915,Rodeio,SC
17916,Benedito Novo,SC
17917,Doutor Pedrinho,SC
17918,Rio Negrinho,SC
17919,São Bento do Sul,SC
17920,Três Barras,SC
17921,Antônio Olinto,PR
17922,Mafra,SC
17923,São João do Triunfo,PR
17924,Porto Amazonas,PR
17925,Palmeira,PR
17926,Rio Negro,PR
17927,Campo do Tenente,PR
17928,Lapa,PR
17929,Piên,PR
17930,Agudos do Sul,PR
17931,Quitandinha,PR
17932,Mandirituba,PR
17933,Balsa Nova,PR
17934,Contenda,PR
17935,Campo Largo,PR
17936,Araucária,PR
17937,Fazenda Rio Grande,PR
17938,Campo Magro,PR
17939,Almirante Tamandaré,PR
17940,Itaperuçu,PR
17941,Rio Branco do Sul,PR
17942,Botuverá,SC
17943,Indaial,SC
17944,Timbó,SC
17945,Rio dos Cedros,SC
17946,Blumenau,SC
17947,Guabiruba,SC
17948,Brusque,SC
17949,Canelinha,SC
17950,Gaspar,SC
17951,Ilhota,SC
17952,Pomerode,SC
17953,Jaraguá do Sul,SC
17954,Corupá,SC
17955,Schroeder,SC
17956,Massaranduba,SC
17957,Luiz Alves,SC
17958,São João do Itaperiú,SC
17959,Guaramirim,SC
17960,Joinville,SC
17961,Tijucas,SC
17962,Camboriú,SC
17963,Porto Belo,SC
17964,Bombinhas,SC
17965,Itapema,SC
17966,Balneário Camboriú,SC
17967,Itajaí,SC
17968,Navegantes,SC
17969,Piçarras,SC
17970,Penha,SC
17971,Barra Velha,SC
17972,Araquari,SC
17973,São Francisco do Sul,SC
17974,Balneário Barra do Sul,SC
17975,Campo Alegre,SC
17976,Tijucas do Sul,PR
17977,Garuva,SC
17978,São José dos Pinhais,PR
17979,Pinhais,PR
17980,Piraquara,PR
17981,Curitiba,PR
17982,Colombo,PR
17983,Quatro Barras,PR
17984,Campina Grande do Sul,PR
17985,Bocaiúva do Sul,PR
17986,Morretes,PR
17987,Itapoá,SC
17988,Guaratuba,PR
17989,Matinhos,PR
17990,Antonina,PR
17991,Pontal do Paraná,PR
17992,Paranaguá,PR
17993,Guaraqueçaba,PR
17994,Ponta Grossa,PR
17995,Carambeí,PR
17996,Castro,PR
17997,Ventania,PR
17998,Piraí do Sul,PR
17999,Arapoti,PR
18000,Jaguariaíva,PR
18001,Doutor Ulysses,PR
18002,Ibaiti,PR
18003,Japira,PR
18004,Jaboti,PR
18005,Conselheiro Mairinck,PR
18006,Pinhalão,PR
18007,Tomazina,PR
18008,Siqueira Campos,PR
18009,Jundiaí do Sul,PR
18010,Abatiá,PR
18011,Santo Antônio da Platina,PR
18012,Barra do Jacaré,PR
18013,Guapirama,PR
18014,Quatiguá,PR
18015,Joaquim Távora,PR
18016,Jacarezinho,PR
18017,Wenceslau Braz,PR
18018,São José da Boa Vista,PR
18019,Santana do Itararé,PR
18020,Salto do Itararé,PR
18021,Barão de Antonina,SP
18022,Sengés,PR
18023,Itararé,SP
18024,Riversul,SP
18025,Itaporanga,SP
18026,Coronel Macedo,SP
18027,Carlópolis,PR
18028,Ribeirão Claro,PR
18029,Timburi,SP
18030,Fartura,SP
18031,Taguaí,SP
18032,Tejupá,SP
18033,Sarutaiá,SP
18034,Piraju,SP
18035,Tunas do Paraná,PR
18036,Cerro Azul,PR
18037,Adrianópolis,PR
18038,Ribeira,SP
18039,Itapirapuã Paulista,SP
18040,Barra do Chapéu,SP
18041,Bom Sucesso de Itararé,SP
18042,Itaóca,SP
18043,Apiaí,SP
18044,Nova Campina,SP
18045,Ribeirão Branco,SP
18046,Barra do Turvo,SP
18047,Iporanga,SP
18048,Guapiara,SP
18049,Itaberá,SP
18050,Itapeva,SP
18051,Taquarituba,SP
18052,Itaí,SP
18053,Arandu,SP
18054,Avaré,SP
18055,Taquarivaí,SP
18056,Buri,SP
18057,Ribeirão Grande,SP
18058,Capão Bonito,SP
18059,Paranapanema,SP
18060,Itatinga,SP
18061,Campina do Monte Alegre,SP
18062,Angatuba,SP
18063,Pardinho,SP
18064,Bofete,SP
18065,Andirá,PR
18066,Cambará,PR
18067,Ibirarema,SP
18068,Palmital,SP
18069,Platina,SP
18070,Salto Grande,SP
18071,Ourinhos,SP
18072,Campos Novos Paulista,SP
18073,Ribeirão do Sul,SP
18074,Echaporã,SP
18075,Oscar Bressane,SP
18076,Quintana,SP
18077,Oriente,SP
18078,Pompéia,SP
18079,Ocauçu,SP
18080,Lupércio,SP
18081,Marília,SP
18082,Vera Cruz,SP
18083,Canitar,SP
18084,Chavantes,SP
18085,Ipaussu,SP
18086,Santa Cruz do Rio Pardo,SP
18087,São Pedro do Turvo,SP
18088,Bernardino de Campos,SP
18089,Manduri,SP
18090,Óleo,SP
18091,Espírito Santo do Turvo,SP
18092,Paulistânia,SP
18093,Alvinlândia,SP
18094,Ubirajara,SP
18095,Gália,SP
18096,Álvaro de Carvalho,SP
18097,Garça,SP
18098,Lucianópolis,SP
18099,Fernão,SP
18100,Duartina,SP
18101,Cabrália Paulista,SP
18102,Presidente Alves,SP
18103,Avaí,SP
18104,Queiroz,SP
18105,Luiziânia,SP
18106,Braúna,SP
18107,Alto Alegre,SP
18108,Guaimbê,SP
18109,Getulina,SP
18110,Promissão,SP
18111,Glicério,SP
18112,Coroados,SP
18113,Penápolis,SP
18114,Brejo Alegre,SP
18115,Buritama,SP
18116,Avanhandava,SP
18117,Barbosa,SP
18118,Zacarias,SP
18119,Planalto,SP
18120,Júlio Mesquita,SP
18121,Guarantã,SP
18122,Cafelândia,SP
18123,Lins,SP
18124,Guaiçara,SP
18125,Pirajuí,SP
18126,Balbinos,SP
18127,Uru,SP
18128,Pongaí,SP
18129,Sabino,SP
18130,Ubarana,SP
18131,José Bonifácio,SP
18132,Adolfo,SP
18133,Mendonça,SP
18134,Sales,SP
18135,Irapuã,SP
18136,Nova Aliança,SP
18137,Urupês,SP
18138,Potirendaba,SP
18139,Cerqueira César,SP
18140,Águas de Santa Bárbara,SP
18141,Iaras,SP
18142,Borebi,SP
18143,Lençóis Paulista,SP
18144,Piratininga,SP
18145,Bauru,SP
18146,Agudos,SP
18147,Pederneiras,SP
18148,Arealva,SP
18149,Boracéia,SP
18150,Pratânia,SP
18151,Areiópolis,SP
18152,São Manuel,SP
18153,Botucatu,SP
18154,Macatuba,SP
18155,Igaraçu do Tietê,SP
18156,Barra Bonita,SP
18157,Jaú,SP
18158,Itapuí,SP
18159,Bariri,SP
18160,Bocaina,SP
18161,Mineiros do Tietê,SP
18162,Dois Córregos,SP
18163,Dourado,SP
18164,Trabiju,SP
18165,Reginópolis,SP
18166,Iacanga,SP
18167,Borborema,SP
18168,Itaju,SP
18169,Ibitinga,SP
18170,Itápolis,SP
18171,Novo Horizonte,SP
18172,Marapoama,SP
18173,Itajobi,SP
18174,Ibirá,SP
18175,Elisiário,SP
18176,Catiguá,SP
18177,Santa Adélia,SP
18178,Catanduva,SP
18179,Pindorama,SP
18180,Novais,SP
18181,Ariranha,SP
18182,Embaúba,SP
18183,Palmares Paulista,SP
18184,Paraíso,SP
18185,Nova Europa,SP
18186,Tabatinga,SP
18187,Boa Esperança do Sul,SP
18188,Gavião Peixoto,SP
18189,Dobrada,SP
18190,Matão,SP
18191,Cândido Rodrigues,SP
18192,Fernando Prestes,SP
18193,Taquaritinga,SP
18194,Monte Alto,SP
18195,Vista Alegre do Alto,SP
18196,Pirangi,SP
18197,Taiaçu,SP
18198,Santa Ernestina,SP
18199,Jaboticabal,SP
18200,Taiúva,SP
18201,Taquaral,SP
18202,Cajati,SP
18203,Jacupiranga,SP
18204,Cananéia,SP
18205,Pariquera-Açu,SP
18206,Eldorado,SP
18207,Sete Barras,SP
18208,Registro,SP
18209,Ilha Comprida,SP
18210,Iguape,SP
18211,Juquiá,SP
18212,Miracatu,SP
18213,Pedro de Toledo,SP
18214,São Miguel Arcanjo,SP
18215,Pilar do Sul,SP
18216,Sarapuí,SP
18217,Guareí,SP
18218,Itapetininga,SP
18219,Torre de Pedra,SP
18220,Porangaba,SP
18221,Quadra,SP
18222,Alambari,SP
18223,Tatuí,SP
18224,Capela do Alto,SP
18225,Cesário Lange,SP
18226,Pereiras,SP
18227,Jumirim,SP
18228,Cerquilho,SP
18229,Tietê,SP
18230,Tapiraí,SP
18231,Salto de Pirapora,SP
18232,Piedade,SP
18233,Ibiúna,SP
18234,Araçoiaba da Serra,SP
18235,Iperó,SP
18236,Boituva,SP
18237,Porto Feliz,SP
18238,Votorantim,SP
18239,Sorocaba,SP
18240,Alumínio,SP
18241,Itu,SP
18242,Salto,SP
18243,Indaiatuba,SP
18244,Itariri,SP
18245,Peruíbe,SP
18246,Itanhaém,SP
18247,Juquitiba,SP
18248,São Lourenço da Serra,SP
18249,Vargem Grande Paulista,SP
18250,Embu-Guaçu,SP
18251,Cotia,SP
18252,Itapecerica da Serra,SP
18253,Embu,SP
18254,Taboão da Serra,SP
18255,Mairinque,SP
18256,São Roque,SP
18257,Araçariguama,SP
18258,Itapevi,SP
18259,Pirapora do Bom Jesus,SP
18260,Cabreúva,SP
18261,Itupeva,SP
18262,Louveira,SP
18263,Jandira,SP
18264,Barueri,SP
18265,CARAPICUÍBA,SP
18266,Santana de Parnaíba,SP
18267,Cajamar,SP
18268,Osasco,SP
18269,Caieiras,SP
18270,Várzea Paulista,SP
18271,Jundiaí,SP
18272,Franco da Rocha,SP
18273,Francisco Morato,SP
18274,Campo Limpo Paulista,SP
18275,Jarinu,SP
18276,Mongaguá,SP
18277,Praia Grande,SP
18278,Cubatão,SP
18279,Diadema,SP
18280,São Bernardo do Campo,SP
18281,Santo André,SP
18282,São Caetano do Sul,SP
18283,Mauá,SP
18284,Ribeirão Pires,SP
18285,São Vicente,SP
18286,Santos,SP
18287,Guarujá,SP
18288,Rio Grande da Serra,SP
18289,Bertioga,SP
18290,São Paulo,SP
18291,Guarulhos,SP
18292,Mairiporã,SP
18293,Atibaia,SP
