Node_ID,Centroide,UF
18294,Bom Jesus dos Perdões,SP
18295,Ferraz de Vasconcelos,SP
18296,Poá,SP
18297,Itaquaquecetuba,SP
18298,Suzano,SP
18299,Arujá,SP
18300,Mogi das Cruzes,SP
18301,Nazaré Paulista,SP
18302,Santa Isabel,SP
18303,Igaratá,SP
18304,Conchas,SP
18305,Anhembi,SP
18306,Santa Maria da Serra,SP
18307,Laranjal Paulista,SP
18308,São Pedro,SP
18309,Águas de São Pedro,SP
18310,Torrinha,SP
18311,Brotas,SP
18312,Ribeirão Bonito,SP
18313,Charqueada,SP
18314,Ipeúna,SP
18315,Itirapina,SP
18316,Saltinho,SP
18317,Rio das Pedras,SP
18318,Rafard,SP
18319,Capivari,SP
18320,Mombuca,SP
18321,Piracicaba,SP
18322,Iracemápolis,SP
18323,Elias Fausto,SP
18324,Monte Mor,SP
18325,Sumaré,SP
18326,Hortolândia,SP
18327,Santa Barbara D'Oeste,SP
18328,Americana,SP
18329,Limeira,SP
18330,Nova Odessa,SP
18331,Cosmópolis,SP
18332,Santa Gertrudes,SP
18333,Cordeirópolis,SP
18334,Rio Claro,SP
18335,Corumbataí,SP
18336,Analândia,SP
18337,Santa Cruz da Conceição,SP
18338,Araras,SP
18339,Engo. Coelho,SP
18340,Leme,SP
18341,Araraquara,SP
18342,Ibaté,SP
18343,Américo Brasiliense,SP
18344,Motuca,SP
18345,Santa Lúcia,SP
18346,Rincão,SP
18347,São Carlos,SP
18348,Guariba,SP
18349,Guatapará,SP
18350,Pradópolis,SP
18351,Barrinha,SP
18352,Pitangueiras,SP
18353,Dumont,SP
18354,Sertãozinho,SP
18355,Pontal,SP
18356,Cravinhos,SP
18357,Ribeirão Preto,SP
18358,Jardinópolis,SP
18359,Descalvado,SP
18360,Porto Ferreira,SP
18361,Luís Antônio,SP
18362,Santa Rita do Passa Quatro,SP
18363,Pirassununga,SP
18364,Santa Cruz das Palmeiras,SP
18365,Tambaú,SP
18366,São Simão,SP
18367,Serra Azul,SP
18368,Serrana,SP
18369,Brodowski,SP
18370,Santa Rosa de Viterbo,SP
18371,Santa Cruz da Esperança,SP
18372,Cajuru,SP
18373,Altinópolis,SP
18374,Campinas,SP
18375,Valinhos,SP
18376,Vinhedo,SP
18377,Paulínia,SP
18378,Artur Nogueira,SP
18379,Jaguariúna,SP
18380,Holambra,SP
18381,Itatiba,SP
18382,Morungaba,SP
18383,Tuiuti,SP
18384,Pedreira,SP
18385,Santo Antônio de Posse,SP
18386,Amparo,SP
18387,Monte Alegre do Sul,SP
18388,Serra Negra,SP
18389,Conchal,SP
18390,Mogi Mirim,SP
18391,Mogi Guaçu,SP
18392,Estiva Gerbi,SP
18393,Aguaí,SP
18394,Itapira,SP
18395,Espírito Santo do Pinhal,SP
18396,Santo Antônio do Jardim,SP
18397,Bragança Paulista,SP
18398,Vargem,SP
18399,Pinhalzinho,SP
18400,Pedra Bela,SP
18401,Socorro,SP
18402,Piracaia,SP
18403,Joanópolis,SP
18404,Extrema,MG
18405,Toledo,MG
18406,Munhoz,MG
18407,Itapeva,MG
18408,Camanducaia,MG
18409,Senador Amaral,MG
18410,Lindóia,SP
18411,Águas de Lindóia,SP
18412,Monte Sião,MG
18413,Jacutinga,MG
18414,Albertina,MG
18415,Andradas,MG
18416,Ibitiúra de Minas,MG
18417,Bueno Brandão,MG
18418,Inconfidentes,MG
18419,Bom Repouso,MG
18420,Ouro Fino,MG
18421,Santa Rita de Caldas,MG
18422,Borda da Mata,MG
18423,Senador José Bento,MG
18424,Ipuiúna,MG
18425,Casa Branca,SP
18426,Itobi,SP
18427,São João da Boa Vista,SP
18428,Vargem Grande do Sul,SP
18429,Águas da Prata,SP
18430,São Sebastião da Grama,SP
18431,São José do Rio Pardo,SP
18432,Divinolândia,SP
18433,Cássia dos Coqueiros,SP
18434,Mococa,SP
18435,Arceburgo,MG
18436,Santo Antônio da Alegria,SP
18437,Monte Santo de Minas,MG
18438,Itamogi,MG
18439,Guaranésia,MG
18440,Tapiratiba,SP
18441,Guaxupé,MG
18442,Jacuí,MG
18443,Poços de Caldas,MG
18444,Caconde,SP
18445,Caldas,MG
18446,Bandeira do Sul,MG
18447,Botelhos,MG
18448,Campestre,MG
18449,Divisa Nova,MG
18450,Juruaia,MG
18451,Muzambinho,MG
18452,São Pedro da União,MG
18453,Nova Resende,MG
18454,Bom Jesus da Penha,MG
18455,Cabo Verde,MG
18456,Monte Belo,MG
18457,Areado,MG
18458,Alterosa,MG
18459,Conceição da Aparecida,MG
18460,Lourdes,SP
18461,Nova Luzitânia,SP
18462,Turiúba,SP
18463,Monções,SP
18464,Gastão Vidigal,SP
18466,Floreal,SP
18467,Macaubal,SP
18468,União Paulista,SP
18469,Poloni,SP
18470,Nhandeara,SP
18471,Sebastianópolis do Sul,SP
18472,Fernandópolis,SP
18473,Meridiano,SP
18474,Valentim Gentil,SP
18475,Pedranópolis,SP
18476,Indiaporã,SP
18477,Macedônia,SP
18478,Mira Estrela,SP
18479,Votuporanga,SP
18480,Parisi,SP
18481,Álvares Florence,SP
18482,Cardoso,SP
18483,Nipoã,SP
18484,Monte Aprazível,SP
18485,Neves Paulista,SP
18486,Jaci,SP
18487,Bálsamo,SP
18488,Cosmorama,SP
18489,Tanabi,SP
18490,Bady Bassitt,SP
18491,Mirassol,SP
18492,São José do Rio Preto,SP
18493,Mirassolândia,SP
18494,Ipiguá,SP
18495,Onda Verde,SP
18496,Nova Granada,SP
18497,Américo de Campos,SP
18498,Pontes Gestal,SP
18499,Riolândia,SP
18500,Palestina,SP
18501,Orindiúva,SP
18502,Paulo de Faria,SP
18503,Iturama,MG
18504,São Francisco de Sales,MG
18505,Itapagipe,MG
18506,Campina Verde,MG
18507,Gurinhatã,MG
18508,Ituiutaba,MG
18509,Cedral,SP
18510,Uchoa,SP
18511,Guapiaçu,SP
18512,Tabapuã,SP
18513,Altair,SP
18514,Olímpia,SP
18515,Cajobi,SP
18516,Severínia,SP
18517,Guaraci,SP
18518,Icém,SP
18519,Fronteira,MG
18520,Frutal,MG
18521,Monte Azul Paulista,SP
18522,Colina,SP
18523,Barretos,SP
18524,Bebedouro,SP
18525,Viradouro,SP
18526,Terra Roxa,SP
18527,Jaborandi,SP
18528,Planura,MG
18529,Colômbia,SP
18530,Guaíra,SP
18531,Comendador Gomes,MG
18532,Prata,MG
18533,Pirajuba,MG
18534,Campo Florido,MG
18535,Conceição das Alagoas,MG
18536,Veríssimo,MG
18537,Uberlândia,MG
18538,Santa Vitória,MG
18539,Gouvelândia,GO
18540,Ipiaçu,MG
18541,Inaciolândia,GO
18542,Castelândia,GO
18543,Turvelândia,GO
18544,Capinópolis,MG
18545,Cachoeira Dourada,MG
18546,Cachoeira Dourada,GO
18547,Bom Jesus de Goiás,GO
18548,Panamá,GO
18549,Goiatuba,GO
18550,Porteirão,GO
18551,Edéia,GO
18552,Jandaia,GO
18553,Palminópolis,GO
18554,Indiara,GO
18555,Palmeiras de Goiás,GO
18556,Vicentinópolis,GO
18557,Joviânia,GO
18558,Edealina,GO
18559,Aloândia,GO
18560,Pontalina,GO
18561,Varjão,GO
18562,Cezarina,GO
18563,Mairipotaba,GO
18564,Cromínia,GO
18565,Aragoiânia,GO
18566,Guapó,GO
18567,Canápolis,MG
18568,Centralina,MG
18569,Araporã,MG
18570,Itumbiara,GO
18571,Monte Alegre de Minas,MG
18572,Buriti Alegre,GO
18573,Água Limpa,GO
18574,Tupaciguara,MG
18575,Corumbaíba,GO
18576,Marzagão,GO
18577,Nova Aurora,GO
18578,Morrinhos,GO
18579,Rio Quente,GO
18580,Piracanjuba,GO
18581,Prof. Jamil,GO
18582,Hidrolândia,GO
18583,Aparecida de Goiânia,GO
18584,Bela Vista de Goiás,GO
18585,Caldas Novas,GO
18586,Santa Cruz de Goiás,GO
18587,Palmelo,GO
18588,Pires do Rio,GO
18589,Cristianópolis,GO
18590,São Miguel do Passa Quatro,GO
18591,Orizona,GO
18592,Morro Agudo,SP
18593,Orlândia,SP
18594,Sales Oliveira,SP
18595,Nuporanga,SP
18596,São Joaquim da Barra,SP
18597,Ipuã,SP
18598,Água Comprida,MG
18599,Miguelópolis,SP
18600,Guará,SP
18601,Ituverava,SP
18602,Aramina,SP
18603,Delta,MG
18604,Igarapava,SP
18605,Batatais,SP
18606,São José da Bela Vista,SP
18607,Ribeirão Corrente,SP
18608,Restinga,SP
18609,FRANCA,SP
18610,Patrocínio Paulista,SP
18611,Itirapuã,SP
18612,Buritizal,SP
18613,Jeriquara,SP
18614,Pedregulho,SP
18615,Conquista,MG
18616,Cristais Paulista,SP
18617,Claraval,MG
18618,Rifaina,SP
18619,Uberaba,MG
18620,Indianópolis,MG
18621,Sacramento,MG
18622,Nova Ponte,MG
18623,Santa Juliana,MG
18624,Pedrinópolis,MG
18625,Romaria,MG
18626,Iraí de Minas,MG
18627,Perdizes,MG
18628,São Tomás de Aquino,MG
18629,São Sebastião do Paraíso,MG
18630,Capetinga,MG
18631,Ibiraci,MG
18632,Pratápolis,MG
18633,Fortaleza de Minas,MG
18634,Itaú de Minas,MG
18635,Cássia,MG
18636,Delfinópolis,MG
18637,Passos,MG
18638,São João Batista do Glória,MG
18639,Alpinópolis,MG
18640,São José da Barra,MG
18641,Vargem Bonita,MG
18642,São Roque de Minas,MG
18643,Medeiros,MG
18644,Araxá,MG
18645,Tapira,MG
18646,Patrocínio,MG
18647,Serra do Salitre,MG
18648,Cruzeiro da Fortaleza,MG
18649,Ibiá,MG
18650,Pratinha,MG
18651,Campos Altos,MG
18652,Rio Paranaíba,MG
18653,Carmo do Paranaíba,MG
18654,Arapuá,MG
18655,Araguari,MG
18656,Cascalho Rico,MG
18657,Grupiara,MG
18658,Três Ranchos,GO
18659,Anhanguera,GO
18660,Cumari,GO
18661,Goiandira,GO
18662,Catalão,GO
18663,Ouvidor,GO
18664,Estrela do Sul,MG
18665,Monte Carmelo,MG
18666,Douradoquara,MG
18667,Abadia dos Dourados,MG
18668,Coromandel,MG
18669,Davinópolis,GO
18670,Ipameri,GO
18671,Urutaí,GO
18672,Campo Alegre de Goiás,GO
18673,Guimarânia,MG
18674,Lagamar,MG
18675,Vazante,MG
18676,Lagoa Formosa,MG
18677,Patos de Minas,MG
18678,Presidente Olegário,MG
18679,Lagoa Grande,MG
18680,Guarda-Mor,MG
18681,Paracatu,MG
18682,João Pinheiro,MG
18683,Biritiba-Mirim,SP
18684,Guararema,SP
18685,Santa Branca,SP
18686,Jacareí,SP
18687,São José dos Campos,SP
18688,Salesópolis,SP
18689,Paraibuna,SP
18690,Jambeiro,SP
18691,Caçapava,SP
18692,São Sebastião,SP
18693,Ilhabela,SP
18694,Caraguatatuba,SP
18695,Natividade da Serra,SP
18696,Redenção da Serra,SP
18697,São Luís do Paraitinga,SP
18698,Lagoinha,SP
18699,Ubatuba,SP
18700,Cunha,SP
18701,Paraty,RJ
18702,Cambuí,MG
18703,Córrego do Bom Jesus,MG
18704,Consolação,MG
18705,Monteiro Lobato,SP
18706,Santo Antônio do Pinhal,SP
18707,Gonçalves,MG
18708,Paraisópolis,MG
18709,Sapucaí-Mirim,MG
18710,São Bento do Sapucaí,SP
18711,Estiva,MG
18712,Tocos do Moji,MG
18713,Congonhal,MG
18714,Pouso Alegre,MG
18715,Espírito Santo do Dourado,MG
18716,Conceição dos Ouros,MG
18717,Cachoeira de Minas,MG
18718,São Sebastião da Bela Vista,MG
18719,Silvianópolis,MG
18720,Santa Rita do Sapucaí,MG
18721,Careaçu,MG
18722,Taubaté,SP
18723,Tremembé,SP
18724,Pindamonhangaba,SP
18725,Campos do Jordão,SP
18726,Roseira,SP
18727,Potim,SP
18728,Aparecida,SP
18729,Guaratinguetá,SP
18730,Lorena,SP
18731,Piquete,SP
18732,Brasópolis,MG
18733,Piranguçu,MG
18734,Piranguinho,MG
18735,São José do Alegre,MG
18736,Itajubá,MG
18737,Wenceslau Braz,MG
18738,Maria da Fé,MG
18739,Natércia,MG
18740,Heliodora,MG
18741,Pedralva,MG
18742,Conceição das Pedras,MG
18743,Delfim Moreira,MG
18744,Marmelópolis,MG
18745,Virgínia,MG
18746,Cristina,MG
18747,Olímpio Noronha,MG
18748,Dom Viçoso,MG
18749,Carmo de Minas,MG
18750,São João da Mata,MG
18751,Poço Fundo,MG
18752,Serrania,MG
18753,Machado,MG
18754,Carvalhópolis,MG
18755,Turvolândia,MG
18756,Cordislândia,MG
18757,Paraguaçu,MG
18758,Alfenas,MG
18759,Carmo do Rio Claro,MG
18760,Fama,MG
18761,Campos Gerais,MG
18762,Campo do Meio,MG
18763,São Gonçalo do Sapucaí,MG
18764,Campanha,MG
18765,Monsenhor Paulo,MG
18766,Elói Mendes,MG
18767,Varginha,MG
18768,Lambari,MG
18769,Jesuânia,MG
18770,Cambuquira,MG
18771,Três Corações,MG
18772,Três Pontas,MG
18773,Santana da Vargem,MG
18774,Boa Esperança,MG
18775,Coqueiral,MG
18776,Carmo da Cachoeira,MG
18777,Nepomuceno,MG
18778,Cana Verde,MG
18779,Perdões,MG
18780,Canas,SP
18781,Cachoeira Paulista,SP
18782,Cruzeiro,SP
18783,Lavrinhas,SP
18784,Silveiras,SP
18785,Areias,SP
18786,São José do Barreiro,SP
18787,Passa Quatro,MG
18788,Itanhandu,MG
18789,Itamonte,MG
18790,São Sebastião do Rio Verde,MG
18791,Pouso Alto,MG
18792,São Lourenço,MG
18793,Soledade de Minas,MG
18794,Queluz,SP
18795,Itatiaia,RJ
18796,Alagoa,MG
18797,Angra dos Reis,RJ
18798,Arapeí,SP
18799,Bananal,SP
18800,Mangaratiba,RJ
18801,Barra Mansa,RJ
18802,Rio Claro,RJ
18803,Resende,RJ
18804,Bocaina de Minas,MG
18805,Liberdade,MG
18806,Porto Real,RJ
18807,Quatis,RJ
18808,Volta Redonda,RJ
18809,Passa-Vinte,MG
18810,Santa Rita de Jacutinga,MG
18811,Conceição do Rio Verde,MG
18812,Caxambu,MG
18813,Baependi,MG
18814,São Thomé das Letras,MG
18815,São Bento Abade,MG
18816,Luminárias,MG
18817,Cruzília,MG
18818,Aiuruoca,MG
18819,Minduri,MG
18820,Lavras,MG
18821,Ingaí,MG
18822,Itumirim,MG
18823,Ribeirão Vermelho,MG
18824,Ijaci,MG
18825,Carrancas,MG
18826,Itutinga,MG
18827,Ibituruna,MG
18828,Bom Sucesso,MG
18829,Nazareno,MG
18830,Seritinga,MG
18831,Carvalhos,MG
18832,Serranos,MG
18833,São Vicente de Minas,MG
18834,Andrelândia,MG
18835,Arantina,MG
18836,Bom Jardim de Minas,MG
18837,Santana do Garambéu,MG
18838,Madre de Deus de Minas,MG
18839,Conceição da Barra de Minas,MG
18840,Ritápolis,MG
18841,Piedade do Rio Grande,MG
18842,São João del Rei,MG
18843,Santa Cruz de Minas,MG
18844,Tiradentes,MG
18845,Coronel Xavier Chaves,MG
18846,Prados,MG
18847,Itaguaí,RJ
18848,Piraí,RJ
18849,Seropédica,RJ
18850,Japeri,RJ
18851,Paracambi,RJ
18852,Engenheiro Paulo de Frontin,RJ
18853,Queimados,RJ
18854,Pinheiral,RJ
18855,Barra do Piraí,RJ
18856,Rio Preto,MG
18857,Mendes,RJ
18858,Vassouras,RJ
18859,Valença,RJ
18860,Rio das Flores,RJ
18861,Nova Iguaçu,RJ
18862,Mesquita,RJ
18863,Nilópolis,RJ
18864,Belford Roxo,RJ
18865,São João de Meriti,RJ
18866,Duque de Caxias,RJ
18867,Rio de Janeiro,RJ
18868,Niterói,RJ
18869,São Gonçalo,RJ
18870,Magé,RJ
18871,Miguel Pereira,RJ
18872,Paty do Alferes,RJ
18873,Paraíba do Sul,RJ
18874,Petrópolis,RJ
18875,Três Rios,RJ
18876,Comendador Levy Gasparian,RJ
18877,Areal,RJ
18878,Olaria,MG
18879,Lima Duarte,MG
18880,Santa Rita de Ibitipoca,MG
18881,Santa Bárbara do Monte Verde,MG
18882,Pedro Teixeira,MG
18883,Bias Fortes,MG
18884,Ibertioga,MG
18885,Dores de Campos,MG
18886,Barroso,MG
18887,Antônio Carlos,MG
18888,Santos Dumont,MG
18889,Santa Bárbara do Tugúrio,MG
18890,Barbacena,MG
18891,Alfredo Vasconcelos,MG
18892,Ressaquinha,MG
18893,Desterro do Melo,MG
18894,Senhora dos Remédios,MG
18895,Belmiro Braga,MG
18896,Simão Pereira,MG
18897,Juiz de Fora,MG
18898,Matias Barbosa,MG
18899,Ewbank da Câmara,MG
18900,Piau,MG
18901,Santana do Deserto,MG
18902,Chiador,MG
18903,Pequeri,MG
18904,Mar de Espanha,MG
18905,Chácara,MG
18906,Coronel Pacheco,MG
18907,Goianá,MG
18908,Guarará,MG
18909,Bicas,MG
18910,Rochedo de Minas,MG
18911,São João Nepomuceno,MG
18912,Oliveira Fortes,MG
18913,Paiva,MG
18914,Aracitaba,MG
18915,Alto Rio Doce,MG
18916,Mercês,MG
18917,Tabuleiro,MG
18918,Rio Pomba,MG
18919,Rio Novo,MG
18920,Guarani,MG
18921,Piraúba,MG
18922,Silveirânia,MG
18923,Dores do Turvo,MG
18924,Tocantins,MG
18925,Divinésia,MG
18926,Maricá,RJ
18927,Itaboraí,RJ
18928,Saquarema,RJ
18929,Tanguá,RJ
18930,Rio Bonito,RJ
18931,Guapimirim,RJ
18932,Teresópolis,RJ
18933,São José do Vale do Rio Preto,RJ
18934,Cachoeiras de Macacu,RJ
18935,Nova Friburgo,RJ
18936,Sumidouro,RJ
18937,Duas Barras,RJ
18938,Araruama,RJ
18939,Iguaba Grande,RJ
18940,Silva Jardim,RJ
18941,São Pedro da Aldeia,RJ
18942,Arraial do Cabo,RJ
18943,Cabo Frio,RJ
18944,Casimiro de Abreu,RJ
18945,Bom Jardim,RJ
18946,Cordeiro,RJ
18947,Rio das Ostras,RJ
18948,Trajano de Moraes,RJ
18949,Sapucaia,RJ
18950,Senador Cortes,MG
18951,Santo Antônio do Aventureiro,MG
18952,Maripá de Minas,MG
18953,Argirita,MG
18954,Carmo,RJ
18955,Além Paraíba,MG
18956,Volta Grande,MG
18957,Leopoldina,MG
18958,Recreio,MG
18959,Descoberto,MG
18960,Itamarati de Minas,MG
18961,Astolfo Dutra,MG
18962,Dona Eusébia,MG
18963,Ubá,MG
18964,Rodeiro,MG
18965,Guidoval,MG
18966,Visconde do Rio Branco,MG
18967,Cataguases,MG
18968,Laranjal,MG
18969,Santana de Cataguases,MG
18970,Miraí,MG
18971,Guiricema,MG
18972,São Sebastião da Vargem Alegre,MG
18973,Rosário da Limeira,MG
18974,Cantagalo,RJ
18975,Macuco,RJ
18976,Estrela Dalva,MG
18977,Pirapetinga,MG
18978,São Sebastião do Alto,RJ
18979,Santa Maria Madalena,RJ
18980,Itaocara,RJ
18981,Santo Antônio de Pádua,RJ
18982,Aperibé,RJ
18983,Palma,MG
18984,Barão de Monte Alto,MG
18985,Muriaé,MG
18986,Patrocínio do Muriaé,MG
18987,Miracema,RJ
18988,São José de Ubá,RJ
18989,Laje do Muriaé,RJ
18990,Eugenópolis,MG
18991,Antônio Prado de Minas,MG
18992,Natividade,RJ
18993,Guapé,MG
18994,Capitólio,MG
18995,Piumhi,MG
18996,Ilicínea,MG
18997,Pimenta,MG
18998,Doresópolis,MG
18999,Bambuí,MG
19000,Pains,MG
19001,Iguatama,MG
19002,Cristais,MG
19003,Aguanil,MG
19004,Córrego Fundo,MG
19005,Formiga,MG
19006,Campo Belo,MG
19007,Candeias,MG
19008,Santana do Jacaré,MG
19009,Camacho,MG
19010,Itapecerica,MG
19011,Arcos,MG
19012,Japaraíba,MG
19013,Lagoa da Prata,MG
19014,Pedra do Indaiá,MG
19015,Santo Antônio do Monte,MG
19016,Araújos,MG
19017,Tapiraí,MG
19018,Córrego Danta,MG
19019,Santa Rosa da Serra,MG
19020,Luz,MG
19021,Estrela do Indaiá,MG
19022,Serra da Saudade,MG
19023,São Gotardo,MG
19024,Matutina,MG
19025,Tiros,MG
19026,Cedro do Abaeté,MG
19027,Moema,MG
19028,Dores do Indaiá,MG
19029,Bom Despacho,MG
19030,Quartel Geral,MG
19031,Abaeté,MG
19032,Paineiras,MG
19033,Martinho Campos,MG
19034,Santo Antônio do Amparo,MG
19035,São Francisco de Paula,MG
19036,Oliveira,MG
19037,Carmo da Mata,MG
19038,Carmópolis de Minas,MG
19039,São Sebastião do Oeste,MG
19040,Perdigão,MG
19041,Divinópolis,MG
19042,São Gonçalo do Pará,MG
19043,Cláudio,MG
19044,Carmo do Cajuru,MG
19045,Igaratinga,MG
19046,Itaúna,MG
19047,São Tiago,MG
19048,Passa Tempo,MG
19049,Piracema,MG
19050,Desterro de Entre Rios,MG
19051,Resende Costa,MG
19052,Lagoa Dourada,MG
19053,Piedade dos Gerais,MG
19054,Entre Rios de Minas,MG
19055,Itaguara,MG
19056,Crucilândia,MG
19057,Itatiaiuçu,MG
19058,Rio Manso,MG
19059,Mateus Leme,MG
19060,Juatuba,MG
19061,Bonfim,MG
19062,Moeda,MG
19063,Igarapé,MG
19064,Brumadinho,MG
19065,Mário Campos,MG
19066,São Joaquim de Bicas,MG
19067,Betim,MG
19068,Sarzedo,MG
19069,Ibirité,MG
19070,Nova Serrana,MG
19071,Leandro Ferreira,MG
19072,Conceição do Pará,MG
19073,Pitangui,MG
19074,Onça de Pitangui,MG
19075,Pará de Minas,MG
19076,Papagaios,MG
19077,Pequi,MG
19078,Maravilhas,MG
19079,Pompéu,MG
19080,São José da Varginha,MG
19081,Florestal,MG
19082,Esmeraldas,MG
19083,Fortuna de Minas,MG
19084,Cachoeira da Prata,MG
19085,Inhaúma,MG
19086,Contagem,MG
19087,Ribeirão das Neves,MG
19088,Sete Lagoas,MG
19089,Capim Branco,MG
19090,Matozinhos,MG
19091,Prudente de Morais,MG
19092,Caetanópolis,MG
19093,Paraopeba,MG
19094,Cordisburgo,MG
19095,Araçaí,MG
19096,Funilândia,MG
19097,Santana de Pirapama,MG
19098,Varjão de Minas,MG
19099,São Gonçalo do Abaeté,MG
19100,Biquinhas,MG
19101,Morada Nova de Minas,MG
19102,Três Marias,MG
19103,Brasilândia de Minas,MG
19104,Felixlândia,MG
19105,Morro da Garça,MG
19106,Lassance,MG
19107,Curvelo,MG
19108,Inimutaba,MG
19109,Corinto,MG
19110,Presidente Juscelino,MG
19111,Santo Hipólito,MG
19112,Augusto de Lima,MG
19113,Monjolos,MG
19114,Buenópolis,MG
19115,Buritizeiro,MG
19116,Pirapora,MG
19117,Várzea da Palma,MG
19118,Ibiaí,MG
19119,Lagoa dos Patos,MG
19120,Joaquim Felício,MG
19121,Francisco Dumont,MG
19122,Jequitaí,MG
19123,São João da Lagoa,MG
19124,Claro dos Poções,MG
19125,Casa Grande,MG
19126,Carandaí,MG
19127,Queluzito,MG
19128,Cristiano Otoni,MG
19129,São Brás do Suaçuí,MG
19130,Jeceaba,MG
19131,Conselheiro Lafaiete,MG
19132,Congonhas,MG
19133,Caranaíba,MG
19134,Santana dos Montes,MG
19135,Capela Nova,MG
19136,Ouro Branco,MG
19137,Itaverava,MG
19138,Belo Vale,MG
19139,Itabirito,MG
19140,Rio Acima,MG
19141,Nova Lima,MG
19142,Raposos,MG
19143,Rio Espera,MG
19144,Lamim,MG
19145,Cipotânea,MG
19146,Senhora de Oliveira,MG
19147,Catas Altas da Noruega,MG
19148,Piranga,MG
19149,Brás Pires,MG
19150,Presidente Bernardes,MG
19151,Senador Firmino,MG
19152,Diogo de Vasconcelos,MG
19153,Porto Firme,MG
19154,Guaraciaba,MG
19155,Ouro Preto,MG
19156,Mariana,MG
19157,Catas Altas,MG
19158,Barão de Cocais,MG
19159,Santa Bárbara,MG
19160,Acaiaca,MG
19161,Barra Longa,MG
19162,Rio Piracicaba,MG
19163,Alvinópolis,MG
19164,Belo Horizonte,MG
19165,São José da Lapa,MG
19166,Vespasiano,MG
19167,Sabará,MG
19168,Santa Luzia,MG
19169,Pedro Leopoldo,MG
19170,Confins,MG
19171,Lagoa Santa,MG
19172,Caeté,MG
19173,Taquaraçu de Minas,MG
19174,Nova União,MG
19175,Jaboticatubas,MG
19176,Baldim,MG
19177,Jequitibá,MG
19178,Santana do Riacho,MG
19179,Bom Jesus do Amparo,MG
19180,São Gonçalo do Rio Abaixo,MG
19181,Itambé do Mato Dentro,MG
19182,João Monlevade,MG
19183,Bela Vista de Minas,MG
19184,Nova Era,MG
19185,Itabira,MG
19186,Santa Maria de Itabira,MG
19187,Morro do Pilar,MG
19188,Santo Antônio do Rio Abaixo,MG
19189,Conceição do Mato Dentro,MG
19190,Dom Joaquim,MG
19191,Passabém,MG
19192,São Sebastião do Rio Preto,MG
19193,Ferros,MG
19194,Carmésia,MG
19195,Senhora do Porto,MG
19196,Paula Cândido,MG
19197,Viçosa,MG
19198,São Geraldo,MG
19199,Coimbra,MG
19200,Cajuri,MG
19201,Teixeiras,MG
19202,Amparo do Serra,MG
19203,Ervália,MG
19204,São Miguel do Anta,MG
19205,Pedra do Anta,MG
19206,Canaã,MG
19207,Jequeri,MG
19208,Araponga,MG
19209,Sericita,MG
19210,Ponte Nova,MG
19211,Rio Doce,MG
19212,Oratórios,MG
19213,Urucânia,MG
19214,Santa Cruz do Escalvado,MG
19215,Piedade de Ponte Nova,MG
19216,Dom Silvério,MG
19217,Sem-Peixe,MG
19218,Santo Antônio do Gramado,MG
19219,Rio Casca,MG
19220,Abre Campo,MG
19221,São Pedro dos Ferros,MG
19222,Miradouro,MG
19223,Vieiras,MG
19224,São Francisco do Glória,MG
19225,Fervedouro,MG
19226,Pedra Bonita,MG
19227,Pedra Dourada,MG
19228,Porciúncula,RJ
19229,Tombos,MG
19230,Faria Lemos,MG
19231,Carangola,MG
19232,Divino,MG
19233,Orizânia,MG
19234,Matipó,MG
19235,Santa Margarida,MG
19236,Raul Soares,MG
19237,Caputira,MG
19238,Vermelho Novo,MG
19239,São João do Manhuaçu,MG
19240,Luisburgo,MG
19241,Alto Jequitibá,MG
19242,Manhumirim,MG
19243,Manhuaçu,MG
19244,Reduto,MG
19245,Santa Bárbara do Leste,MG
19246,Simonésia,MG
19247,São Domingos do Prata,MG
19248,Dionísio,MG
19249,Marliéria,MG
19250,Antônio Dias,MG
19251,Jaguaraçu,MG
19252,São José do Goiabal,MG
19253,Timóteo,MG
19254,Coronel Fabriciano,MG
19255,Ipatinga,MG
19256,Dores de Guanhães,MG
19257,Joanésia,MG
19258,Mesquita,MG
19259,Santana do Paraíso,MG
19260,Belo Oriente,MG
19261,Braúnas,MG
19262,Açucena,MG
19263,Córrego Novo,MG
19264,Pingo-d'Água,MG
19265,Bom Jesus do Galho,MG
30001,Fiap Lins,SP
19267,Vargem Alegre,MG
19268,Entre Folhas,MG
19269,Bugre,MG
19270,Iapu,MG
19271,Santa Rita de Minas,MG
19272,Caratinga,MG
19273,Piedade de Caratinga,MG
19274,Ubaporanga,MG
19275,Inhapim,MG
19276,Imbé de Minas,MG
19277,São Domingos das Dores,MG
19278,São Sebastião do Anta,MG
19279,Naque,MG
19280,Periquito,MG
19281,São João do Oriente,MG
19282,Dom Cavati,MG
19283,Sobrália,MG
19284,Fernandes Tourinho,MG
19285,Tarumirim,MG
19286,Engenheiro Caldas,MG
19287,Alpercata,MG
19288,Congonhas do Norte,MG
19289,Presidente Kubitschek,MG
19290,Gouveia,MG
19291,Datas,MG
19292,Diamantina,MG
19293,Alvorada de Minas,MG
19294,Serro,MG
19295,Santo Antônio do Itambé,MG
19296,Sabinópolis,MG
19297,Serra Azul de Minas,MG
19298,Materlândia,MG
19299,Couto de Magalhães de Minas,MG
19300,São Gonçalo do Rio Preto,MG
19301,Rio Vermelho,MG
19302,Felício dos Santos,MG
19303,Senador Modestino Gonçalves,MG
19304,Olhos-d'Água,MG
19305,Engenheiro Navarro,MG
